function_points,effort_hours,customer_participation,logical_complexity,requirements_volatility,requirements_quality,productivity_factors,installation_ease,team_technical_capability,individual_skill,PC1,PC2,PC3,PC4
0.25596821266785763,8.971067438732089,0.9740999770917448,0.9358910989468942,1.3225477484168462,-0.046880723093849684,1.6007810593582124,0.7282408447989391,0.7282408447989392,2.273715070051703,2.612734033416647,0.13146489008288034,0.5854347949204429,1.4349011470356012
-0.745509118599946,6.740519359606223,-1.0449436117893265,-1.3341426304136579,-1.8627433076293614,-0.046880723093849684,-0.6246950475544243,0.7282408447989391,0.7282408447989392,0.9376144618769909,-0.641721838727521,2.588582140198253,-0.19500710979384026,-0.8167799238826703
-0.5053095265743992,7.754052639035757,-0.03542181734879084,-1.3341426304136579,-0.8009796222806255,-0.046880723093849684,1.6007810593582124,0.7282408447989391,-0.3361111591379721,-0.3984861462977212,0.21617894938166615,0.650876163372813,-0.032428694993555926,-1.8286354288048392
-0.25542446712846756,8.348774539791274,-0.03542181734879084,0.9358910989468942,-0.8009796222806255,-0.046880723093849684,0.48804300590189403,-0.33611115913797207,0.7282408447989392,0.9376144618769909,0.7787010167452123,0.8406921848155212,-0.501637822108331,0.915152764784129
-0.3290340195233932,7.946971357693591,-1.0449436117893265,-1.3341426304136579,-1.8627433076293614,-0.046880723093849684,0.48804300590189403,0.7282408447989391,1.7925928487358507,0.9376144618769909,-0.15252359283796665,3.1950698999234337,0.2224639127774899,-0.5142302421769663
-0.5924787333578637,8.898502209646642,0.9740999770917448,-0.1991257657333819,1.3225477484168462,1.2892198850808623,1.6007810593582124,-0.33611115913797207,-1.4004631630748834,-0.3984861462977212,1.4420184780359195,-2.0570726098593557,0.00581934449388919,-1.0794207346010876
-0.2883550563577764,9.118882761487347,-1.0449436117893265,0.9358910989468942,1.3225477484168462,-0.046880723093849684,-0.6246950475544243,-0.33611115913797207,-1.4004631630748834,-0.3984861462977212,-0.4586131815319267,-1.9044279628896155,0.8289313229439994,0.11181914713153293
1.29037613316497,9.38437770918244,0.9740999770917448,0.9358910989468942,1.3225477484168462,-1.3829813312685617,-1.7374331010107424,-1.4004631630748834,0.7282408447989392,-1.7345867544724334,-1.9497591508368608,-1.5818604100514941,-0.1677858318281749,2.2140290098877307
-0.6467173509120194,8.366602832783736,-1.0449436117893265,-1.3341426304136579,1.3225477484168462,-1.3829813312685617,0.48804300590189403,-1.4004631630748834,-0.3361111591379721,-0.3984861462977212,-1.8734585552946494,-0.9893266812944473,0.7166285371491302,0.014397260314864624
0.43418081320294066,8.33110454805304,1.9836217715322804,-0.1991257657333819,-0.8009796222806255,-1.3829813312685617,-1.7374331010107424,-1.4004631630748834,-2.464815167011795,-1.7345867544724334,-2.1144781069037157,-2.166111924973051,-2.957843282405862,-0.515761977384458
